,Survived,Age,SibSp,Parch,Fare,Pclass_2,Pclass_3,Sex_male,Embarked_Q,Embarked_S
0,0,-0.4977932682712406,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,False,True,True,False,True
1,1,0.7150480664489618,0.4327933656785018,-0.4736736092984604,0.7868452935884461,False,False,False,False,False
2,1,-0.19458293459119,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,False,True,False,False,True
3,1,0.48764031618892384,0.4327933656785018,-0.4736736092984604,0.4207302360686478,False,False,False,False,True
4,0,0.48764031618892384,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
5,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,False,True,True,True,False
6,0,1.927889401169164,-0.47454519624983954,-0.4736736092984604,0.395813560675251,False,False,True,False,True
7,0,-2.0138449366714934,2.2474704895351842,0.7676298785983874,-0.22408312108167944,False,True,True,False,True
8,1,-0.11878035117117736,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,False,True,False,False,True
9,1,-1.1042139356313418,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,True,False,False,False,False
10,1,-1.8622397698314683,0.4327933656785018,0.7676298785983874,-0.312172377522981,False,True,False,False,True
11,1,2.2310997348492148,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,False,False,False,False,True
12,0,-0.6493984351112659,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
13,0,0.7908506498689745,0.4327933656785018,5.73284383018578,-0.01870931177853076,False,True,True,False,True
14,0,-1.1042139356313418,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,False,True,False,False,True
15,1,2.0036919845891767,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,True,False,False,False,True
16,0,-2.0138449366714934,3.1548090514635256,0.7676298785983874,-0.06199888922968463,False,True,True,True,False
17,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,True
18,0,0.18442998250887324,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,False,True,False,False,True
19,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,False,True,False,False,False
20,0,0.48764031618892384,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,True,False,True,False,True
21,1,0.41183773276891117,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,True
22,1,-1.0284113522113292,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,False,True,False,True,False
23,1,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,False,False,True,False,True
24,0,-1.5590294361514176,2.2474704895351842,0.7676298785983874,-0.22408312108167944,False,True,False,False,True
25,1,0.7150480664489618,0.4327933656785018,5.73284383018578,-0.016444159470040135,False,True,False,False,True
26,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,False,True,True,False,False
27,0,-0.7252010185312785,2.2474704895351842,2.0089333664952354,4.647001076532463,False,False,True,False,True
28,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,False,True,False,True,False
29,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,True,False,True
30,0,0.866653233288987,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,False,False,True,False,False
31,1,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,2.301728820789,False,False,False,False,False
32,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False,True,False
33,0,2.837520402209316,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True,False,True
34,0,-0.04297776775116471,0.4327933656785018,-0.4736736092984604,1.0060617003323709,False,False,True,False,False
35,0,1.0182584001290125,0.4327933656785018,-0.4736736092984604,0.39858208016340624,False,False,True,False,True
36,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,False,True,True,False,False
37,0,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
38,0,-0.8010036019512912,1.340131927606843,-0.4736736092984604,-0.2859972841804228,False,True,False,False,True
39,1,-1.1042139356313418,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,False,True,False,False,False
40,0,0.866653233288987,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,False,True,False,False,True
41,0,-0.11878035117117736,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,True,False,False,False,True
42,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,True,False,False
43,1,-1.938042353251481,0.4327933656785018,2.0089333664952354,0.18876253192945994,True,False,False,False,False
44,1,-0.7252010185312785,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,False,True,False,True,False
45,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
46,0,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,False,True,True,True,False
47,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False,True,False
48,0,-0.3461881014312153,1.340131927606843,-0.4736736092984604,-0.21191774308354583,False,True,True,False,False
49,0,-0.8010036019512912,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,False,True,False,False,True
50,0,-1.6348320195714303,3.1548090514635256,0.7676298785983874,0.1506737441786005,False,True,True,False,True
51,0,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,False,True,True,False,True
52,1,1.548876484069101,0.4327933656785018,-0.4736736092984604,0.8964967865378598,False,False,False,False,False
53,1,0.03282481566884794,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,True,False,False,False,True
54,0,2.7617178187893034,-0.47454519624983954,0.7676298785983874,0.5995101505357573,False,False,True,False,False
55,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,False,False,True,False,True
56,1,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,False,False,True
57,0,-0.005076476041158384,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,False,True,True,False,False
58,1,-1.7864371864114557,0.4327933656785018,2.0089333664952354,-0.08968408411123653,True,False,False,False,True
59,0,-1.3316216858913796,4.0621476133918675,2.0089333664952354,0.2958951755118318,False,True,True,False,True
60,0,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,False,True,True,False,False
61,1,0.7150480664489618,-0.47454519624983954,-0.4736736092984604,0.962353321387736,False,False,False,False,True
62,0,1.2456661503890503,0.4327933656785018,-0.4736736092984604,1.0323213593611125,False,False,True,False,True
63,0,-1.8622397698314683,2.2474704895351842,2.0089333664952354,-0.08666388103324908,False,True,True,False,True
64,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,False,False,True,False,False
65,1,-0.3461881014312153,0.4327933656785018,0.7676298785983874,-0.3414522396297103,False,True,True,False,False
66,1,0.03282481566884794,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,False,False,True
67,0,-0.7252010185312785,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,False,True,True,False,True
68,1,-0.8768061853713038,3.1548090514635256,2.0089333664952354,-0.4888542575852486,False,True,False,False,True
69,0,-0.19458293459119,1.340131927606843,-0.4736736092984604,-0.47400492578514347,False,True,True,False,True
70,0,0.2602325659288859,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True,False,True
71,0,-0.9526087687913165,4.0621476133918675,2.0089333664952354,0.2958951755118318,False,True,False,False,True
72,0,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,0.8314778546749452,True,False,True,False,True
73,0,-0.19458293459119,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,False,True,True,False,False
74,1,0.2602325659288859,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,False,True,True,False,True
75,0,-0.27038551801120264,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,False,True,True,False,True
76,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,True,False,True
77,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
78,1,-2.1025339592729084,-0.47454519624983954,2.0089333664952354,-0.06451572512800753,True,False,True,False,True
79,1,0.10862739908886059,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,False,True,False,False,True
80,0,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.46720946885967163,False,True,True,False,True
81,1,0.03282481566884794,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,False,True,True,False,True
82,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49162277707340374,False,True,False,True,False
83,0,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,0.29992211294914856,False,False,True,False,True
84,1,-0.8768061853713038,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,False,False,True
85,1,0.33603514934889855,2.2474704895351842,-0.4736736092984604,-0.32928686163157667,False,True,False,False,True
86,0,-0.9526087687913165,0.4327933656785018,3.250236854392083,0.04370821849987721,False,True,True,False,True
87,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
88,1,-0.4219906848512279,2.2474704895351842,2.0089333664952354,4.647001076532463,False,False,False,False,True
89,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
90,0,0.03282481566884794,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
91,0,-0.6493984351112659,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,False,True,True,False,True
92,0,1.321468733809063,0.4327933656785018,-0.4736736092984604,0.5833178351003071,False,False,True,False,True
93,0,-0.19458293459119,0.4327933656785018,2.0089333664952354,-0.23415046467497105,False,True,True,False,True
94,0,2.3069023182692274,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,False,True,True,False,True
95,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
96,0,3.2165333193093795,-0.47454519624983954,-0.4736736092984604,0.0493298231623713,False,False,True,False,False
97,1,-0.4219906848512279,-0.47454519624983954,0.7676298785983874,0.6272778976347743,False,False,True,False,False
98,1,0.41183773276891117,-0.47454519624983954,0.7676298785983874,-0.18532384824750675,True,False,False,False,True
99,0,0.41183773276891117,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,True,False,True,False,True
100,0,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,False,False,True
101,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,True,False,True
102,0,-0.5735958516912533,-0.47454519624983954,0.7676298785983874,0.907737982394129,False,False,True,False,True
103,0,0.33603514934889855,-0.47454519624983954,-0.4736736092984604,-0.4741720436887921,False,True,True,False,True
104,0,0.6392454830289491,1.340131927606843,-0.4736736092984604,-0.4888542575852486,False,True,True,False,True
105,0,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,True,False,True
106,1,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,False,True,False,False,True
107,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,False,True,True,False,True
108,0,0.7150480664489618,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,True,False,True
109,1,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.1621689579829361,False,True,False,True,False
110,0,1.3972713172290756,-0.47454519624983954,-0.4736736092984604,0.39858208016340624,False,False,True,False,True
111,0,-1.0663126439213355,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,False,True,False,False,False
112,0,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
113,0,-0.6493984351112659,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,False,True,False,False,True
114,0,-0.8768061853713038,-0.47454519624983954,-0.4736736092984604,-0.3573083057891445,False,True,False,False,False
115,0,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,False,True,True,False,True
116,0,3.1786320275993734,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,True,True,False
117,0,0.03282481566884794,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,True,False,True,False,True
118,0,-0.3461881014312153,-0.47454519624983954,0.7676298785983874,4.335332226633905,False,False,True,False,False
119,0,-2.0138449366714934,3.1548090514635256,2.0089333664952354,-0.01870931177853076,False,True,False,False,True
120,0,-0.5735958516912533,1.340131927606843,-0.4736736092984604,0.8314778546749452,True,False,True,False,True
121,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
122,0,0.2981338576388922,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,True,False,True,False,False
123,1,0.2981338576388922,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,False,False,True
124,0,1.927889401169164,-0.47454519624983954,0.7676298785983874,0.907737982394129,False,False,True,False,True
125,1,-1.2558191024713672,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,False,True,True,False,False
126,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,True,True,False
127,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.5046257580584992,False,True,True,False,True
128,1,-0.3461881014312153,0.4327933656785018,0.7676298785983874,-0.19824427701513722,False,True,False,False,False
129,0,1.2456661503890503,-0.47454519624983954,-0.4736736092984604,-0.5079822104125026,False,True,True,False,True
130,0,0.33603514934889855,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,True,False,False
131,0,-0.6493984351112659,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,False,True,True,False,True
132,0,1.3972713172290756,0.4327933656785018,-0.4736736092984604,-0.35646868933346404,False,True,False,False,True
133,1,0.03282481566884794,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,True,False,False,False,True
134,0,-0.27038551801120264,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,True
135,0,-0.4219906848512279,-0.47454519624983954,-0.4736736092984604,-0.3454791770670269,True,False,True,False,False
136,1,-0.7252010185312785,-0.47454519624983954,2.0089333664952354,-0.11921562980779811,False,False,False,False,True
137,0,0.6392454830289491,0.4327933656785018,-0.4736736092984604,0.4207302360686478,False,False,True,False,True
138,0,-0.9526087687913165,-0.47454519624983954,-0.4736736092984604,-0.4628462821463391,False,True,True,False,True
139,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,0.9462455716384695,False,False,True,False,False
140,0,-0.3461881014312153,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,False,True,False,False,False
141,1,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False,False,True
142,1,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,False,True,False,False,True
143,0,-0.7252010185312785,-0.47454519624983954,-0.4736736092984604,-0.5125125150294839,False,True,True,True,False
144,0,-0.8010036019512912,-0.47454519624983954,-0.4736736092984604,-0.41687275089321363,True,False,True,False,True
145,0,-0.7252010185312785,0.4327933656785018,0.7676298785983874,0.09152810056801232,True,False,True,False,True
146,1,-0.11878035117117736,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,False,True,True,False,True
147,0,-1.483226852731405,1.340131927606843,2.0089333664952354,0.04370821849987721,False,True,False,False,True
148,0,0.6013441913189428,-0.47454519624983954,2.0089333664952354,-0.12491978668775715,True,False,True,False,True
149,0,1.0182584001290125,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,True
150,0,1.7004816509091263,-0.47454519624983954,-0.4736736092984604,-0.39623469652696586,True,False,True,False,True
151,1,-0.4977932682712406,0.4327933656785018,-0.4736736092984604,0.6925485130875209,False,False,False,False,True
152,0,2.0415932762991833,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
153,0,0.9045545249989934,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,False,True,True,False,True
154,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.5011867534870308,False,True,True,False,True
155,0,1.7004816509091263,-0.47454519624983954,0.7676298785983874,0.5874293382238074,False,False,True,False,False
156,1,-0.9526087687913165,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,False,True,False,True,False
157,0,0.10862739908886059,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
158,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,False,True,True,False,True
159,0,-0.3461881014312153,6.784163299176891,2.0089333664952354,0.7519458402879414,False,True,True,False,True
160,0,1.1698635669690376,-0.47454519624983954,0.7676298785983874,-0.32425318983493084,False,True,True,False,True
161,1,0.866653233288987,-0.47454519624983954,-0.4736736092984604,-0.331300330350235,True,False,False,False,True
162,0,-0.19458293459119,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,False,True,True,False,True
163,0,-0.8768061853713038,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,False,True,True,False,True
164,0,-2.089647520091506,3.1548090514635256,0.7676298785983874,0.1506737441786005,False,True,True,False,True
165,1,-1.483226852731405,-0.47454519624983954,2.0089333664952354,-0.2351571990343002,False,True,True,False,True
166,1,-0.3461881014312153,-0.47454519624983954,0.7676298785983874,0.4589861417231558,False,False,False,False,True
167,0,1.2456661503890503,0.4327933656785018,4.491540342288931,-0.08666388103324908,False,True,False,False,True
168,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.12642988822675086,False,False,True,False,True
169,0,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,False,True,True,False,True
170,0,2.4585074851092528,-0.47454519624983954,-0.4736736092984604,0.026090367211616904,False,False,True,False,True
171,0,-1.8622397698314683,3.1548090514635256,0.7676298785983874,-0.06199888922968463,False,True,True,True,False
172,1,-2.089647520091506,0.4327933656785018,0.7676298785983874,-0.4242561406845337,False,True,False,False,True
173,0,-0.5735958516912533,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,False,True,True,False,True
174,0,2.0794945680091894,-0.47454519624983954,-0.4736736092984604,-0.030371322596999754,False,False,True,False,False
175,0,-0.8010036019512912,0.4327933656785018,0.7676298785983874,-0.4902797934380587,False,True,True,False,True
176,0,-0.3461881014312153,2.2474704895351842,0.7676298785983874,-0.13565761536436197,False,True,True,False,True
177,0,1.6246790674891136,-0.47454519624983954,-0.4736736092984604,-0.07030444769415023,False,False,False,False,False
178,0,0.10862739908886059,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,True
179,0,0.5634428996089365,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,False,True,True,False,True
180,0,-0.3461881014312153,6.784163299176891,2.0089333664952354,0.7519458402879414,False,True,False,False,True
181,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.34539461138084326,True,False,True,False,False
182,0,-1.483226852731405,3.1548090514635256,2.0089333664952354,-0.016444159470040135,False,True,True,False,True
183,1,-2.089647520091506,1.340131927606843,0.7676298785983874,0.13683114673782454,True,False,True,False,True
184,1,-1.8622397698314683,-0.47454519624983954,2.0089333664952354,-0.20495516825442542,False,True,False,False,True
185,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,0.3583127057902398,False,False,True,False,True
186,1,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,False,True,False,True,False
187,1,1.2456661503890503,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,False,False,True,False,True
188,0,0.866653233288987,0.4327933656785018,0.7676298785983874,-0.3363340021468808,False,True,True,True,False
189,0,0.5634428996089365,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,True,True,False,True
190,1,0.2602325659288859,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,False,False,True
191,0,-0.7252010185312785,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,True
192,1,-0.7252010185312785,0.4327933656785018,-0.4736736092984604,-0.4902797934380587,False,True,False,False,True
193,1,-1.938042353251481,0.4327933656785018,0.7676298785983874,-0.12491978668775715,True,False,True,False,True
194,1,1.1698635669690376,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,False,False,False,False,False
195,1,2.2310997348492148,-0.47454519624983954,-0.4736736092984604,2.301728820789,False,False,False,False,False
196,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,True,True,False
197,0,1.0182584001290125,-0.47454519624983954,0.7676298785983874,-0.47920571548543794,False,True,True,False,True
198,1,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False,True,False
199,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,False,False,True
200,0,-0.04297776775116471,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,False,True,True,False,True
201,0,-0.3461881014312153,6.784163299176891,2.0089333664952354,0.7519458402879414,False,True,True,False,True
202,0,0.41183773276891117,-0.47454519624983954,-0.4736736092984604,-0.5176307525123133,False,True,True,False,True
203,0,1.2835674420990566,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,False,True,True,False,False
204,1,-0.8010036019512912,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,False,True,True,False,True
205,0,-2.0138449366714934,-0.47454519624983954,0.7676298785983874,-0.43776248884929375,False,True,False,False,True
206,0,0.2602325659288859,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,False,True,True,False,True
207,1,-0.19458293459119,-0.47454519624983954,-0.4736736092984604,-0.2701412180209885,False,True,True,False,False
208,1,-0.9526087687913165,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False,True,False
209,1,0.866653233288987,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,False,False,True,False,False
210,0,-0.3461881014312153,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,False,True,True,False,True
211,1,0.48764031618892384,-0.47454519624983954,-0.4736736092984604,-0.22559322262067316,True,False,False,False,True
212,0,-0.4977932682712406,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,False,True,True,False,True
213,0,0.10862739908886059,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True,False,True
214,0,-0.3461881014312153,0.4327933656785018,-0.4736736092984604,-0.49237782784290063,False,True,True,True,False
215,1,0.18442998250887324,0.4327933656785018,-0.4736736092984604,1.6323350375212924,False,False,False,False,False
216,1,-0.11878035117117736,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,False,True,False,False,True
217,0,1.0182584001290125,0.4327933656785018,-0.4736736092984604,-0.10478509950117394,True,False,True,False,True
218,1,0.2602325659288859,-0.47454519624983954,-0.4736736092984604,0.8876878608937296,False,False,False,False,False
